Namespace(agcrn_embed_dim=10, agcrn_hidden_size=64, agcrn_n_layers=1, bad_limit=25, batch_size=64, data_dir='data/forecasting', dataset='solar', device='cuda', dsanet_d_inner=2048, dsanet_d_k=64, dsanet_d_model=512, dsanet_d_v=64, dsanet_dropout=0.1, dsanet_local=3, dsanet_n_head=8, dsanet_n_kernels=32, dsanet_n_layers=1, dsanet_w_kernel=1, fine_tuning=False, horizon=1, lmbd=0.0, local_norm=False, lr=0.003, lstm_hidden_size=64, lstm_n_layers=2, model_decay_rate=1, model_loadpath='outputs/forecasting/solar_TCN_bstmodel.pth', model_type='TCN', n_epochs=750, n_series=None, norm_type='standard', output_dir='outputs/forecasting', series_len=60, task_type='forecasting', tcn_dropout=0, tcn_hidden_size=64, tcn_n_layers=9, test_ratio=0.2, tpa_ar_len=24, tpa_hidden_size=64, tpa_n_layers=1, trans_hidden_size=256, trans_kernel_size=6, trans_n_head=8, trans_n_layers=3, valid_ratio=0.2)
total num of parameters: 176841
Length of dataset: 31476
Length of dataset: 10512
Length of dataset: 10512
epoch = 1 , trn loss = 0.058630 , trn err = 0.241987 , val loss = 0.038064 , val err = 0.207362 , tst loss = 0.023854 , tst err = 0.182706
epoch = 34 , trn loss = 0.021924 , trn err = 0.147977 , val loss = 0.027302 , val err = 0.175618 , tst loss = 0.016225 , tst err = 0.150681
epoch = 35 , trn loss = 0.021828 , trn err = 0.147653 , val loss = 0.027093 , val err = 0.174943 , tst loss = 0.015951 , tst err = 0.149406
epoch = 36 , trn loss = 0.021905 , trn err = 0.147912 , val loss = 0.027555 , val err = 0.176430 , tst loss = 0.016263 , tst err = 0.150860
epoch = 37 , trn loss = 0.022023 , trn err = 0.148309 , val loss = 0.027105 , val err = 0.174984 , tst loss = 0.016058 , tst err = 0.149908
epoch = 38 , trn loss = 0.021660 , trn err = 0.147083 , val loss = 0.027485 , val err = 0.176205 , tst loss = 0.016318 , tst err = 0.151113
epoch = 39 , trn loss = 0.021672 , trn err = 0.147124 , val loss = 0.028306 , val err = 0.178817 , tst loss = 0.016759 , tst err = 0.153142
epoch = 40 , trn loss = 0.021653 , trn err = 0.147059 , val loss = 0.027805 , val err = 0.177227 , tst loss = 0.016543 , tst err = 0.152155
epoch = 41 , trn loss = 0.021715 , trn err = 0.147270 , val loss = 0.027660 , val err = 0.176764 , tst loss = 0.016428 , tst err = 0.151623
epoch = 42 , trn loss = 0.021698 , trn err = 0.147211 , val loss = 0.027689 , val err = 0.176859 , tst loss = 0.016492 , tst err = 0.151917
epoch = 43 , trn loss = 0.021782 , trn err = 0.147495 , val loss = 0.028067 , val err = 0.178061 , tst loss = 0.016827 , tst err = 0.153456
epoch = 44 , trn loss = 0.021555 , trn err = 0.146724 , val loss = 0.028411 , val err = 0.179150 , tst loss = 0.016870 , tst err = 0.153647
