Namespace(agcrn_embed_dim=10, agcrn_hidden_size=64, agcrn_n_layers=1, bad_limit=25, batch_size=64, data_dir='data/forecasting', dataset='solar', device='cuda', dsanet_d_inner=2048, dsanet_d_k=64, dsanet_d_model=512, dsanet_d_v=64, dsanet_dropout=0.1, dsanet_local=3, dsanet_n_head=8, dsanet_n_kernels=32, dsanet_n_layers=1, dsanet_w_kernel=1, fine_tuning=False, horizon=1, lmbd=0.0, local_norm=False, lr=0.003, lstm_hidden_size=64, lstm_n_layers=2, model_decay_rate=1, model_loadpath='outputs/forecasting/solar_LSTM_bstmodel.pth', model_type='LSTM', n_epochs=750, n_series=None, norm_type='standard', output_dir='outputs/forecasting', series_len=60, task_type='forecasting', tcn_dropout=0, tcn_hidden_size=64, tcn_n_layers=9, test_ratio=0.2, tpa_ar_len=24, tpa_hidden_size=64, tpa_n_layers=1, trans_hidden_size=256, trans_kernel_size=6, trans_n_head=8, trans_n_layers=3, valid_ratio=0.2)
total num of parameters: 94153
Length of dataset: 31476
Length of dataset: 10512
Length of dataset: 10512
epoch = 1 , trn loss = 0.072737 , trn err = 0.269532 , val loss = 0.045378 , val err = 0.226409 , tst loss = 0.028953 , tst err = 0.201288
epoch = 27 , trn loss = 0.021269 , trn err = 0.145750 , val loss = 0.028593 , val err = 0.179722 , tst loss = 0.016514 , tst err = 0.152021
epoch = 28 , trn loss = 0.021272 , trn err = 0.145760 , val loss = 0.029372 , val err = 0.182153 , tst loss = 0.017344 , tst err = 0.155792
epoch = 29 , trn loss = 0.021081 , trn err = 0.145104 , val loss = 0.028586 , val err = 0.179699 , tst loss = 0.016662 , tst err = 0.152700
epoch = 30 , trn loss = 0.021044 , trn err = 0.144976 , val loss = 0.028520 , val err = 0.179492 , tst loss = 0.016665 , tst err = 0.152713
epoch = 31 , trn loss = 0.020947 , trn err = 0.144642 , val loss = 0.028591 , val err = 0.179716 , tst loss = 0.016584 , tst err = 0.152339
epoch = 32 , trn loss = 0.020865 , trn err = 0.144359 , val loss = 0.028522 , val err = 0.179499 , tst loss = 0.016575 , tst err = 0.152299
epoch = 33 , trn loss = 0.020770 , trn err = 0.144029 , val loss = 0.028714 , val err = 0.180100 , tst loss = 0.016655 , tst err = 0.152665
epoch = 34 , trn loss = 0.020731 , trn err = 0.143894 , val loss = 0.028693 , val err = 0.180036 , tst loss = 0.016657 , tst err = 0.152675
epoch = 35 , trn loss = 0.020735 , trn err = 0.143907 , val loss = 0.028688 , val err = 0.180020 , tst loss = 0.016688 , tst err = 0.152817
epoch = 36 , trn loss = 0.020588 , trn err = 0.143397 , val loss = 0.028542 , val err = 0.179562 , tst loss = 0.016594 , tst err = 0.152387
epoch = 37 , trn loss = 0.020444 , trn err = 0.142895 , val loss = 0.028981 , val err = 0.180938 , tst loss = 0.016860 , tst err = 0.153603
epoch = 38 , trn loss = 0.020453 , trn err = 0.142927 , val loss = 0.028880 , val err = 0.180622 , tst loss = 0.017009 , tst err = 0.154280
epoch = 39 , trn loss = 0.020435 , trn err = 0.142863 , val loss = 0.028781 , val err = 0.180310 , tst loss = 0.016864 , tst err = 0.153622
epoch = 40 , trn loss = 0.020288 , trn err = 0.142348 , val loss = 0.028792 , val err = 0.180347 , tst loss = 0.016908 , tst err = 0.153824
epoch = 41 , trn loss = 0.020243 , trn err = 0.142190 , val loss = 0.028965 , val err = 0.180888 , tst loss = 0.016880 , tst err = 0.153696
epoch = 42 , trn loss = 0.020269 , trn err = 0.142282 , val loss = 0.028693 , val err = 0.180035 , tst loss = 0.016736 , tst err = 0.153039
epoch = 43 , trn loss = 0.020090 , trn err = 0.141651 , val loss = 0.029493 , val err = 0.182529 , tst loss = 0.017303 , tst err = 0.155606
epoch = 44 , trn loss = 0.020031 , trn err = 0.141445 , val loss = 0.028793 , val err = 0.180348 , tst loss = 0.016703 , tst err = 0.152888
epoch = 45 , trn loss = 0.020026 , trn err = 0.141425 , val loss = 0.029126 , val err = 0.181388 , tst loss = 0.016974 , tst err = 0.154124
epoch = 46 , trn loss = 0.020047 , trn err = 0.141501 , val loss = 0.029137 , val err = 0.181424 , tst loss = 0.017089 , tst err = 0.154642
epoch = 47 , trn loss = 0.019888 , trn err = 0.140938 , val loss = 0.028996 , val err = 0.180983 , tst loss = 0.016948 , tst err = 0.154003
epoch = 48 , trn loss = 0.019853 , trn err = 0.140815 , val loss = 0.028808 , val err = 0.180395 , tst loss = 0.016738 , tst err = 0.153045
epoch = 49 , trn loss = 0.019836 , trn err = 0.140752 , val loss = 0.028907 , val err = 0.180705 , tst loss = 0.016851 , tst err = 0.153563
