Namespace(agcrn_embed_dim=10, agcrn_hidden_size=64, agcrn_n_layers=1, bad_limit=25, batch_size=64, data_dir='data/forecasting', dataset='solar', device='cuda', dsanet_d_inner=2048, dsanet_d_k=64, dsanet_d_model=512, dsanet_d_v=64, dsanet_dropout=0.1, dsanet_local=3, dsanet_n_head=8, dsanet_n_kernels=32, dsanet_n_layers=1, dsanet_w_kernel=1, fine_tuning=False, horizon=1, lmbd=0.0, local_norm=False, lr=0.001, lstm_hidden_size=64, lstm_n_layers=2, model_decay_rate=1, model_loadpath='outputs/forecasting/solar_Trans_bstmodel.pth', model_type='Trans', n_epochs=750, n_series=None, norm_type='standard', output_dir='outputs/forecasting', series_len=60, task_type='forecasting', tcn_dropout=0, tcn_hidden_size=64, tcn_n_layers=9, test_ratio=0.2, tpa_ar_len=24, tpa_hidden_size=64, tpa_n_layers=1, trans_hidden_size=256, trans_kernel_size=6, trans_n_head=8, trans_n_layers=3, valid_ratio=0.2)
total num of parameters: 5506185
Length of dataset: 31476
Length of dataset: 10512
Length of dataset: 10512
epoch = 1 , trn loss = 0.090073 , trn err = 0.299938 , val loss = 0.058905 , val err = 0.257957 , tst loss = 0.039741 , tst err = 0.235826
epoch = 28 , trn loss = 0.186439 , trn err = 0.431520 , val loss = 0.379777 , val err = 0.654990 , tst loss = 0.302192 , tst err = 0.650301
epoch = 29 , trn loss = 0.184709 , trn err = 0.429514 , val loss = 0.339082 , val err = 0.618904 , tst loss = 0.276152 , tst err = 0.621652
epoch = 30 , trn loss = 0.234376 , trn err = 0.483826 , val loss = 0.588982 , val err = 0.815683 , tst loss = 0.454291 , tst err = 0.797333
epoch = 31 , trn loss = 0.205839 , trn err = 0.453416 , val loss = 0.477633 , val err = 0.734544 , tst loss = 0.373984 , tst err = 0.723435
epoch = 32 , trn loss = 0.186313 , trn err = 0.431374 , val loss = 0.591655 , val err = 0.817532 , tst loss = 0.454770 , tst err = 0.797753
epoch = 33 , trn loss = 0.175106 , trn err = 0.418199 , val loss = 0.398147 , val err = 0.670644 , tst loss = 0.323175 , tst err = 0.672500
epoch = 34 , trn loss = 0.174283 , trn err = 0.417215 , val loss = 0.516111 , val err = 0.763558 , tst loss = 0.411986 , tst err = 0.759301
epoch = 35 , trn loss = 0.166331 , trn err = 0.407586 , val loss = 0.528010 , val err = 0.772310 , tst loss = 0.416878 , tst err = 0.763796
epoch = 36 , trn loss = 0.163236 , trn err = 0.403776 , val loss = 0.386253 , val err = 0.660551 , tst loss = 0.321731 , tst err = 0.670995
epoch = 37 , trn loss = 0.159530 , trn err = 0.399166 , val loss = 0.340113 , val err = 0.619844 , tst loss = 0.283129 , tst err = 0.629456
epoch = 38 , trn loss = 0.158576 , trn err = 0.397972 , val loss = 0.451874 , val err = 0.714462 , tst loss = 0.359855 , tst err = 0.709638
epoch = 39 , trn loss = 0.159651 , trn err = 0.399318 , val loss = 0.323102 , val err = 0.604144 , tst loss = 0.266795 , tst err = 0.611029
epoch = 40 , trn loss = 0.158849 , trn err = 0.398313 , val loss = 0.353001 , val err = 0.631479 , tst loss = 0.291088 , tst err = 0.638242
epoch = 41 , trn loss = 0.153000 , trn err = 0.390911 , val loss = 0.309082 , val err = 0.590891 , tst loss = 0.261259 , tst err = 0.604657
epoch = 42 , trn loss = 0.175597 , trn err = 0.418785 , val loss = 0.282605 , val err = 0.565016 , tst loss = 0.241700 , tst err = 0.581582
epoch = 43 , trn loss = 0.166423 , trn err = 0.407699 , val loss = 0.370620 , val err = 0.647046 , tst loss = 0.314182 , tst err = 0.663076
epoch = 44 , trn loss = 0.157961 , trn err = 0.397199 , val loss = 0.243546 , val err = 0.524519 , tst loss = 0.248287 , tst err = 0.589454
